11,11,11,0,0.016556
11,11,11,0,0.016426
11,11,11,0,0.015963
11,11,11,0,0.016306
11,11,11,0,0.015257
11,11,11,0,0.013573
11,11,11,0,0.015169
11,11,11,0,0.014983
11,11,11,0,0.015844
11,11,11,0,0.016481
11,11,11,0,0.01289
11,11,11,0,0.015287
11,11,11,0,0.013853
11,11,11,0,0.015784
11,11,11,0,0.014793
11,11,11,0,0.015038
11,11,11,0,0.017306
11,11,11,0,0.015525
11,11,11,0,0.016786
11,11,11,0,0.014534
11,11,11,0,0.017746
11,11,11,0,0.013966
11,11,11,0,0.015329
11,11,11,0,0.015283
11,11,11,0,0.017962
11,11,11,0,0.013681
11,11,11,0,0.014997
11,11,11,0,0.014246
11,11,11,0,0.013763
11,11,11,0,0.013774
11,11,11,0,0.015602
11,11,11,0,0.015686
11,11,11,0,0.016063
11,11,11,0,0.01532
11,11,11,0,0.016155
11,11,11,0,0.015298
11,11,11,0,0.016495
11,11,11,0,0.015125
11,11,11,0,0.014299
11,11,11,0,0.017254
11,11,11,0,0.014096
11,11,11,0,0.015803
11,11,11,0,0.016059
11,11,11,0,0.016418
21,21,21,0,0.01896
21,21,21,0,0.018861
21,21,21,0,0.017652
21,21,21,0,0.017828
21,21,21,0,0.019094
21,21,21,0,0.021026
21,21,21,0,0.018089
21,21,21,0,0.017916
21,21,21,0,0.018889
21,21,21,0,0.015533
21,21,21,0,0.016964
21,21,21,0,0.016513
21,21,21,0,0.016456
21,21,21,0,0.016265
21,21,21,0,0.019045
21,21,21,0,0.014931
21,21,21,0,0.015409
21,21,21,0,0.015565
21,21,21,0,0.018805
21,21,21,0,0.014965
21,21,21,0,0.01826
21,21,21,0,0.018325
21,21,21,0,0.017894
21,21,21,0,0.019383
21,21,21,0,0.019762
21,21,21,0,0.018542
21,21,21,0,0.017837
21,21,21,0,0.019476
21,21,21,0,0.01917
21,21,21,0,0.019566
21,21,21,0,0.018504
21,21,21,0,0.018762
21,21,21,0,0.019071
21,21,21,0,0.015412
21,21,21,0,0.016135
21,21,21,0,0.017049
21,21,21,0,0.014735
21,21,21,0,0.018152
21,21,21,0,0.019406
21,21,21,0,0.018333
21,21,21,0,0.016252
21,21,21,0,0.016525
21,21,21,0,0.015046
21,21,21,0,0.020245
31,31,31,0,0.018264
31,31,31,0,0.020205
31,31,31,0,0.02125
31,31,31,0,0.020859
31,31,31,0,0.017101
31,31,31,0,0.017356
31,31,31,0,0.017186
31,31,31,0,0.017487
31,31,31,0,0.017016
31,31,31,0,0.023764
31,31,31,0,0.016166
31,31,31,0,0.017485
31,31,31,0,0.024512
31,31,31,0,0.019998
31,31,31,0,0.018946
31,31,31,0,0.021493
31,31,31,0,0.018722
31,31,31,0,0.017711
31,31,31,0,0.019407
31,31,31,0,0.01728
31,31,31,0,0.017086
31,31,31,0,0.018511
31,31,31,0,0.016213
31,31,31,0,0.017568
31,31,31,0,0.018064
31,31,31,0,0.0197
31,31,31,0,0.019016
31,31,31,0,0.021201
31,31,31,0,0.017746
31,31,31,0,0.017984
31,31,31,0,0.019041
31,31,31,0,0.021749
31,31,31,0,0.018078
11,11,11,0,0.016322
11,11,11,0,0.015325
11,11,11,0,0.015771
11,11,11,0,0.017543
11,11,11,0,0.015238
11,11,11,0,0.013932
11,11,11,0,0.014851
11,11,11,0,0.014688
11,11,11,0,0.015292
11,11,11,0,0.016045
11,11,11,0,0.012805
