10,50,1,0.002266
10,50,1,0.002105
10,50,1,0.001434
10,50,1,0.002851
10,50,1,0.00186
10,50,1,0.004729
10,50,1,0.002964
10,50,1,0.003996
10,50,1,0.003316
10,50,1,0.002444
10,50,1,0.002285
10,50,5,0.005251
10,50,5,0.003641
10,50,1,0.003368
10,50,1,0.002175
10,50,1,0.007846
10,50,1,0.00896
10,50,1,0.008479
10,50,1,0.00766
10,50,1,0.007562
10,50,1,0.007827
10,50,4,0.005185
10,50,1,0.007314
10,50,1,0.009716
10,50,1,0.008485
10,50,1,0.009297
10,50,1,0.007922
10,50,1,0.004621
10,50,1,0.0026
10,50,1,0.002116
10,50,1,0.00291
10,50,1,0.002577
10,50,1,0.003024
10,50,1,0.003506
10,50,1,0.002464
10,50,1,0.002587
10,50,1,0.002123
10,50,1,0.001851
10,50,1,0.002488
10,50,1,0.00344
10,50,1,0.001935
10,50,1,0.004147
10,50,1,0.002845
10,50,1,0.00304
10,50,1,0.002947
10,50,1,0.004237
10,50,1,0.003511
10,50,1,0.003576
10,50,1,0.004635
10,50,1,0.003633
10,50,1,0.003387
